city,week_start,cases,weekly_case_rate_per_100k,total_with_at_least_one_vaccine_dose,percent_with_at_least_one_vaccine_dose,total_with_complete_vaccine_series,percent_with_complete_vaccine_series
Phoenix,1/17/21,6,305,20,1,NA,NA
Phoenix,1/24/21,NA,NA,27,1.4,NA,NA
Phoenix,1/31/21,10,509,45,2.3,NA,NA
Phoenix,2/7/21,NA,NA,71,3.6,16,0.8
Phoenix,2/14/21,NA,NA,101,5.1,23,1.2
Phoenix,2/21/21,0,0,119,6.1,35,1.8
Phoenix,2/28/21,0,0,150,7.6,61,3.1
Phoenix,3/7/21,0,0,237,12.1,124,6.3
Phoenix,3/14/21,0,0,293,14.9,161,8.2
Phoenix,3/21/21,0,0,321,16.3,192,9.8
Phoenix,3/28/21,NA,NA,378,19.2,250,12.7
Phoenix,4/4/21,NA,NA,410,20.9,315,16
Phoenix,4/11/21,5,255,437,22.3,336,17.1
Phoenix,4/18/21,NA,NA,474,24.1,351,17.9
Phoenix,4/25/21,NA,NA,491,25,374,19
Phoenix,5/2/21,NA,NA,513,26.1,397,20.2
Posen,1/26/20,0,0,0,0,0,0
Posen,2/2/20,0,0,0,0,0,0
Posen,2/9/20,0,0,0,0,0,0
Posen,2/16/20,0,0,0,0,0,0
Posen,2/23/20,0,0,0,0,0,0
Posen,3/1/20,0,0,0,0,0,0
Posen,3/8/20,0,0,0,0,0,0
Posen,3/15/20,NA,NA,0,0,0,0
Posen,3/22/20,0,0,0,0,0,0
Posen,3/29/20,NA,NA,0,0,0,0
Posen,4/5/20,6,100,0,0,0,0
Posen,4/12/20,10,167,0,0,0,0
Posen,4/19/20,10,167,0,0,0,0
Posen,4/26/20,9,150,0,0,0,0
Posen,5/3/20,NA,NA,0,0,0,0
Posen,5/10/20,13,217,0,0,0,0
Posen,5/17/20,17,284,0,0,0,0
Posen,5/24/20,8,134,0,0,0,0
Posen,5/31/20,NA,NA,0,0,0,0
Posen,6/7/20,7,117,0,0,0,0
Posen,6/14/20,NA,NA,0,0,0,0
Posen,6/21/20,NA,NA,0,0,0,0
Posen,6/28/20,9,150,0,0,0,0
Posen,7/5/20,7,117,0,0,0,0
Posen,7/12/20,11,184,0,0,0,0
Posen,7/19/20,10,167,0,0,0,0
Posen,7/26/20,7,117,0,0,0,0
Posen,8/2/20,13,217,0,0,0,0
Posen,8/9/20,NA,NA,0,0,0,0
Posen,8/16/20,NA,NA,0,0,0,0
Posen,8/23/20,9,150,0,0,0,0
Posen,8/30/20,NA,NA,0,0,0,0
Posen,9/6/20,7,117,0,0,0,0
Posen,9/13/20,12,200,0,0,0,0
Posen,9/20/20,9,150,0,0,0,0
Posen,9/27/20,16,267,0,0,0,0
Posen,10/4/20,18,301,0,0,0,0
Posen,10/11/20,12,200,0,0,0,0
Posen,10/18/20,33,551,0,0,0,0
Posen,10/25/20,31,518,0,0,0,0
Posen,11/1/20,40,668,0,0,0,0
Posen,11/8/20,46,768,0,0,0,0
Posen,11/15/20,52,869,0,0,0,0
Posen,11/22/20,45,752,0,0,0,0
Posen,11/29/20,33,551,0,0,0,0
Posen,12/6/20,58,969,0,0,0,0
Posen,12/13/20,33,551,8,0.1,0,0
Posen,12/20/20,7,117,15,0.3,0,0
Posen,12/27/20,10,167,32,0.5,0,0
Posen,1/3/21,22,367,51,0.9,8,0.1
Posen,1/10/21,16,267,66,1.1,15,0.3
Posen,1/17/21,19,317,87,1.5,23,0.4
Posen,1/24/21,15,251,136,2.3,41,0.7
Posen,1/31/21,7,117,193,3.2,58,1
Posen,2/7/21,11,184,314,5.2,73,1.2
Posen,2/14/21,9,150,357,6,113,1.9
Posen,2/21/21,8,134,402,6.7,146,2.4
Posen,2/28/21,NA,NA,541,9,275,4.6
Posen,3/7/21,NA,NA,642,10.7,326,5.4
Posen,3/14/21,NA,NA,773,12.9,383,6.4
Posen,3/21/21,7,117,937,15.7,505,8.4
Posen,3/28/21,5,84,1158,19.3,595,9.9
Posen,4/4/21,10,167,1391,23.2,754,12.6
Posen,4/11/21,15,251,1654,27.6,881,14.7
Posen,4/18/21,6,100,1850,30.9,1059,17.7
Posen,4/25/21,6,100,1950,32.6,1208,20.2
Posen,5/2/21,9,150,2040,34.1,1364,22.8
Prospect Heights,1/26/20,0,0,0,0,0,0
Prospect Heights,2/2/20,0,0,0,0,0,0
Prospect Heights,2/9/20,0,0,0,0,0,0
Prospect Heights,2/16/20,0,0,0,0,0,0
Prospect Heights,2/23/20,0,0,0,0,0,0
Prospect Heights,3/1/20,0,0,0,0,0,0
Prospect Heights,3/8/20,0,0,0,0,0,0
Prospect Heights,3/15/20,0,0,0,0,0,0
Prospect Heights,3/22/20,NA,NA,0,0,0,0
Prospect Heights,3/29/20,NA,NA,0,0,0,0
Prospect Heights,4/5/20,6,37,0,0,0,0
Prospect Heights,4/12/20,18,111,0,0,0,0
Prospect Heights,4/19/20,31,191,0,0,0,0
Prospect Heights,4/26/20,29,178,0,0,0,0
Prospect Heights,5/3/20,34,209,0,0,0,0
Prospect Heights,5/10/20,29,178,0,0,0,0
Prospect Heights,5/17/20,57,351,0,0,0,0
Prospect Heights,5/24/20,20,123,0,0,0,0
Prospect Heights,5/31/20,12,74,0,0,0,0
Prospect Heights,6/7/20,15,92,0,0,0,0
Prospect Heights,6/14/20,7,43,0,0,0,0
Prospect Heights,6/21/20,10,62,0,0,0,0
Prospect Heights,6/28/20,NA,NA,0,0,0,0
Prospect Heights,7/5/20,9,55,0,0,0,0
Prospect Heights,7/12/20,NA,NA,0,0,0,0
Prospect Heights,7/19/20,NA,NA,0,0,0,0
Prospect Heights,7/26/20,9,55,0,0,0,0
Prospect Heights,8/2/20,10,62,0,0,0,0
Prospect Heights,8/9/20,15,92,0,0,0,0
Prospect Heights,8/16/20,12,74,0,0,0,0
Prospect Heights,8/23/20,14,86,0,0,0,0
Prospect Heights,8/30/20,7,43,0,0,0,0
Prospect Heights,9/6/20,16,98,0,0,0,0
Prospect Heights,9/13/20,7,43,0,0,0,0
Prospect Heights,9/20/20,20,123,0,0,0,0
Prospect Heights,9/27/20,10,62,0,0,0,0
Prospect Heights,10/4/20,25,154,0,0,0,0
Prospect Heights,10/11/20,42,258,0,0,0,0
Prospect Heights,10/18/20,25,154,0,0,0,0
Prospect Heights,10/25/20,50,308,0,0,0,0
Prospect Heights,11/1/20,76,468,0,0,0,0
Prospect Heights,11/8/20,100,615,0,0,0,0
Prospect Heights,11/15/20,59,363,0,0,0,0
Prospect Heights,11/22/20,52,320,0,0,0,0
Prospect Heights,11/29/20,53,326,0,0,0,0
Prospect Heights,12/6/20,65,400,0,0,0,0
Prospect Heights,12/13/20,56,344,69,0.4,0,0
Prospect Heights,12/20/20,38,234,100,0.6,0,0
Prospect Heights,12/27/20,46,283,169,1,0,0
Prospect Heights,1/3/21,53,326,251,1.5,68,0.4
Prospect Heights,1/10/21,41,252,415,2.6,93,0.6
Prospect Heights,1/17/21,48,295,606,3.7,129,0.8
Prospect Heights,1/24/21,23,141,851,5.2,199,1.2
Prospect Heights,1/31/21,25,154,1224,7.5,349,2.1
Prospect Heights,2/7/21,31,191,1669,10.3,503,3.1
Prospect Heights,2/14/21,16,98,1969,12.1,660,4.1
Prospect Heights,2/21/21,10,62,2256,13.9,957,5.9
Prospect Heights,2/28/21,9,55,2520,15.5,1339,8.2
Prospect Heights,3/7/21,14,86,3049,18.8,1910,11.7
Prospect Heights,3/14/21,8,49,3592,22.1,2226,13.7
Prospect Heights,3/21/21,18,111,4186,25.8,2447,15.1
Prospect Heights,3/28/21,23,141,4884,30,2770,17
Prospect Heights,4/4/21,30,185,5539,34.1,3372,20.7
Prospect Heights,4/11/21,25,154,6131,37.7,3954,24.3
Prospect Heights,4/18/21,17,105,6680,41.1,4500,27.7
Prospect Heights,4/25/21,23,141,7180,44.2,4987,30.7
Prospect Heights,5/2/21,15,92,7515,46.2,5350,32.9
Richton Park,1/26/20,0,0,0,0,0,0
Richton Park,2/2/20,0,0,0,0,0,0
Richton Park,2/9/20,0,0,0,0,0,0
Richton Park,2/16/20,0,0,0,0,0,0
Richton Park,2/23/20,0,0,0,0,0,0
Richton Park,3/1/20,0,0,0,0,0,0
Richton Park,3/8/20,0,0,0,0,0,0
Richton Park,3/15/20,NA,NA,0,0,0,0
Richton Park,3/22/20,15,110,0,0,0,0
Richton Park,3/29/20,37,271,0,0,0,0
Richton Park,4/5/20,20,147,0,0,0,0
Richton Park,4/12/20,27,198,0,0,0,0
Richton Park,4/19/20,27,198,0,0,0,0
Richton Park,4/26/20,17,125,0,0,0,0
Richton Park,5/3/20,20,147,0,0,0,0
Richton Park,5/10/20,14,103,0,0,0,0
Richton Park,5/17/20,16,117,0,0,0,0
Richton Park,5/24/20,12,88,0,0,0,0
Richton Park,5/31/20,8,59,0,0,0,0
Richton Park,6/7/20,9,66,0,0,0,0
Richton Park,6/14/20,NA,NA,0,0,0,0
Richton Park,6/21/20,7,51,0,0,0,0
Richton Park,6/28/20,NA,NA,0,0,0,0
Richton Park,7/5/20,11,81,0,0,0,0
Richton Park,7/12/20,9,66,0,0,0,0
Richton Park,7/19/20,18,132,0,0,0,0
Richton Park,7/26/20,12,88,0,0,0,0
Richton Park,8/2/20,18,132,0,0,0,0
Richton Park,8/9/20,8,59,0,0,0,0
Richton Park,8/16/20,16,117,0,0,0,0
Richton Park,8/23/20,19,139,0,0,0,0
Richton Park,8/30/20,11,81,0,0,0,0
Richton Park,9/6/20,8,59,0,0,0,0
Richton Park,9/13/20,6,44,0,0,0,0
Richton Park,9/20/20,6,44,0,0,0,0
Richton Park,9/27/20,9,66,0,0,0,0
Richton Park,10/4/20,13,95,0,0,0,0
Richton Park,10/11/20,10,73,0,0,0,0
Richton Park,10/18/20,17,125,0,0,0,0
Richton Park,10/25/20,42,308,0,0,0,0
Richton Park,11/1/20,60,440,0,0,0,0
Richton Park,11/8/20,60,440,0,0,0,0
Richton Park,11/15/20,45,330,0,0,0,0
Richton Park,11/22/20,65,476,0,0,0,0
Richton Park,11/29/20,53,388,0,0,0,0
Richton Park,12/6/20,47,344,0,0,0,0
Richton Park,12/13/20,37,271,26,0.2,0,0
Richton Park,12/20/20,21,154,66,0.5,0,0
Richton Park,12/27/20,36,264,106,0.8,0,0
Richton Park,1/3/21,37,271,164,1.2,29,0.2
Richton Park,1/10/21,33,242,215,1.6,63,0.5
Richton Park,1/17/21,21,154,275,2,85,0.6
Richton Park,1/24/21,17,125,431,3.2,135,1
Richton Park,1/31/21,11,81,632,4.6,177,1.3
Richton Park,2/7/21,6,44,845,6.2,228,1.7
Richton Park,2/14/21,7,51,990,7.3,316,2.3
Richton Park,2/21/21,5,37,1225,9,489,3.6
Richton Park,2/28/21,5,37,1405,10.3,683,5
Richton Park,3/7/21,12,88,1832,13.4,954,7
Richton Park,3/14/21,20,147,2234,16.4,1234,9
Richton Park,3/21/21,19,139,2594,19,1454,10.7
Richton Park,3/28/21,20,147,2998,22,1747,12.8
Richton Park,4/4/21,14,103,3363,24.6,2173,15.9
Richton Park,4/11/21,26,191,3787,27.8,2475,18.1
Richton Park,4/18/21,20,147,4159,30.5,2765,20.3
Richton Park,4/25/21,40,293,4428,32.4,3016,22.1
Richton Park,5/2/21,29,213,4574,33.5,3294,24.1
River Forest,1/26/20,0,0,0,0,0,0
River Forest,2/2/20,0,0,0,0,0,0
River Forest,2/9/20,0,0,0,0,0,0
River Forest,2/16/20,0,0,0,0,0,0
River Forest,2/23/20,0,0,0,0,0,0
River Forest,3/1/20,0,0,0,0,0,0
River Forest,3/8/20,0,0,0,0,0,0
River Forest,3/15/20,0,0,0,0,0,0
River Forest,3/22/20,5,45,0,0,0,0
River Forest,3/29/20,NA,NA,0,0,0,0
River Forest,4/5/20,NA,NA,0,0,0,0
River Forest,4/12/20,5,45,0,0,0,0
River Forest,4/19/20,7,63,0,0,0,0
River Forest,4/26/20,8,72,0,0,0,0
River Forest,5/3/20,NA,NA,0,0,0,0
River Forest,5/10/20,NA,NA,0,0,0,0
River Forest,5/17/20,6,54,0,0,0,0
River Forest,5/24/20,6,54,0,0,0,0
River Forest,5/31/20,NA,NA,0,0,0,0
River Forest,6/7/20,5,45,0,0,0,0
River Forest,6/14/20,NA,NA,0,0,0,0
River Forest,6/21/20,NA,NA,0,0,0,0
River Forest,6/28/20,NA,NA,0,0,0,0
River Forest,7/5/20,16,143,0,0,0,0
River Forest,7/12/20,12,107,0,0,0,0
River Forest,7/19/20,14,125,0,0,0,0
River Forest,7/26/20,NA,NA,0,0,0,0
River Forest,8/2/20,5,45,0,0,0,0
River Forest,8/9/20,NA,NA,0,0,0,0
River Forest,8/16/20,NA,NA,0,0,0,0
River Forest,8/23/20,14,125,0,0,0,0
River Forest,8/30/20,10,90,0,0,0,0
River Forest,9/6/20,7,63,0,0,0,0
River Forest,9/13/20,10,90,0,0,0,0
River Forest,9/20/20,9,81,0,0,0,0
River Forest,9/27/20,9,81,0,0,0,0
River Forest,10/4/20,11,98,0,0,0,0
River Forest,10/11/20,14,125,0,0,0,0
River Forest,10/18/20,26,233,0,0,0,0
River Forest,10/25/20,25,224,0,0,0,0
River Forest,11/1/20,30,269,0,0,0,0
River Forest,11/8/20,54,483,0,0,0,0
River Forest,11/15/20,32,286,0,0,0,0
River Forest,11/22/20,32,286,0,0,0,0
River Forest,11/29/20,31,277,0,0,0,0
River Forest,12/6/20,28,251,0,0,0,0
River Forest,12/13/20,26,233,166,1.5,0,0
River Forest,12/20/20,20,179,275,2.5,0,0
River Forest,12/27/20,31,277,389,3.5,0,0
River Forest,1/3/21,44,394,503,4.5,173,1.5
River Forest,1/10/21,20,179,627,5.6,268,2.4
River Forest,1/17/21,20,179,835,7.5,334,3
River Forest,1/24/21,14,125,1151,10.3,430,3.8
River Forest,1/31/21,16,143,1703,15.2,535,4.8
River Forest,2/7/21,14,125,2235,20,656,5.9
River Forest,2/14/21,16,143,2495,22.3,903,8.1
River Forest,2/21/21,9,81,2942,26.3,1314,11.8
River Forest,2/28/21,12,107,3229,28.9,1813,16.2
River Forest,3/7/21,11,98,3545,31.7,2287,20.5
River Forest,3/14/21,13,116,4053,36.3,2750,24.6
River Forest,3/21/21,21,188,4606,41.2,2960,26.5
River Forest,3/28/21,12,107,5210,46.6,3269,29.3
River Forest,4/4/21,10,90,5789,51.8,3731,33.4
River Forest,4/11/21,9,81,6272,56.1,4270,38.2
River Forest,4/18/21,14,125,6526,58.4,4772,42.7
River Forest,4/25/21,8,72,6698,60,5178,46.3
River Forest,5/2/21,9,81,6810,61,5524,49.4
River Grove,1/26/20,0,0,0,0,0,0
River Grove,2/2/20,0,0,0,0,0,0
River Grove,2/9/20,0,0,0,0,0,0
River Grove,2/16/20,0,0,0,0,0,0
River Grove,2/23/20,0,0,0,0,0,0
River Grove,3/1/20,0,0,0,0,0,0
River Grove,3/8/20,0,0,0,0,0,0
River Grove,3/15/20,0,0,0,0,0,0
River Grove,3/22/20,5,49,0,0,0,0
River Grove,3/29/20,12,117,0,0,0,0
River Grove,4/5/20,9,88,0,0,0,0
River Grove,4/12/20,13,127,0,0,0,0
River Grove,4/19/20,9,88,0,0,0,0
River Grove,4/26/20,9,88,0,0,0,0
River Grove,5/3/20,14,137,0,0,0,0
River Grove,5/10/20,17,166,0,0,0,0
River Grove,5/17/20,14,137,0,0,0,0
River Grove,5/24/20,14,137,0,0,0,0
River Grove,5/31/20,NA,NA,0,0,0,0
River Grove,6/7/20,9,88,0,0,0,0
River Grove,6/14/20,5,49,0,0,0,0
River Grove,6/21/20,NA,NA,0,0,0,0
River Grove,6/28/20,6,59,0,0,0,0
River Grove,7/5/20,NA,NA,0,0,0,0
River Grove,7/12/20,6,59,0,0,0,0
River Grove,7/19/20,6,59,0,0,0,0
River Grove,7/26/20,9,88,0,0,0,0
River Grove,8/2/20,10,98,0,0,0,0
River Grove,8/9/20,13,127,0,0,0,0
River Grove,8/16/20,NA,NA,0,0,0,0
River Grove,8/23/20,8,78,0,0,0,0
River Grove,8/30/20,8,78,0,0,0,0
River Grove,9/6/20,12,117,0,0,0,0
River Grove,9/13/20,9,88,0,0,0,0
River Grove,9/20/20,10,98,0,0,0,0
River Grove,9/27/20,14,137,0,0,0,0
River Grove,10/4/20,27,264,0,0,0,0
River Grove,10/11/20,21,205,0,0,0,0
River Grove,10/18/20,25,244,0,0,0,0
River Grove,10/25/20,38,372,0,0,0,0
River Grove,11/1/20,48,469,0,0,0,0
River Grove,11/8/20,78,763,0,0,0,0
River Grove,11/15/20,104,1017,0,0,0,0
River Grove,11/22/20,44,430,0,0,0,0
River Grove,11/29/20,58,567,0,0,0,0
River Grove,12/6/20,54,528,0,0,0,0
River Grove,12/13/20,50,489,26,0.3,0,0
River Grove,12/20/20,30,293,58,0.6,0,0
River Grove,12/27/20,41,401,95,0.9,0,0
River Grove,1/3/21,46,450,141,1.4,32,0.3
River Grove,1/10/21,36,352,207,2,58,0.6
River Grove,1/17/21,25,244,276,2.7,75,0.7
River Grove,1/24/21,21,205,366,3.6,110,1.1
River Grove,1/31/21,21,205,579,5.7,172,1.7
River Grove,2/7/21,17,166,793,7.8,226,2.2
River Grove,2/14/21,9,88,926,9.1,285,2.8
River Grove,2/21/21,15,147,1152,11.3,435,4.3
River Grove,2/28/21,10,98,1317,12.9,629,6.2
River Grove,3/7/21,13,127,1546,15.1,858,8.4
River Grove,3/14/21,12,117,1814,17.7,1109,10.8
River Grove,3/21/21,15,147,2196,21.5,1277,12.5
River Grove,3/28/21,10,98,2631,25.7,1479,14.5
River Grove,4/4/21,23,225,2971,29.1,1745,17.1
River Grove,4/11/21,32,313,3326,32.5,2085,20.4
River Grove,4/18/21,20,196,3587,35.1,2397,23.4
River Grove,4/25/21,23,225,3835,37.5,2694,26.3
River Grove,5/2/21,16,156,3985,39,2932,28.7
Riverdale,1/26/20,0,0,0,0,0,0
Riverdale,2/2/20,0,0,0,0,0,0
Riverdale,2/9/20,0,0,0,0,0,0
Riverdale,2/16/20,0,0,0,0,0,0
Riverdale,2/23/20,0,0,0,0,0,0
Riverdale,3/1/20,0,0,0,0,0,0
Riverdale,3/8/20,0,0,0,0,0,0
Riverdale,3/15/20,NA,NA,0,0,0,0
Riverdale,3/22/20,16,118,0,0,0,0
Riverdale,3/29/20,13,96,0,0,0,0
Riverdale,4/5/20,20,148,0,0,0,0
Riverdale,4/12/20,18,133,0,0,0,0
Riverdale,4/19/20,15,111,0,0,0,0
Riverdale,4/26/20,19,140,0,0,0,0
Riverdale,5/3/20,15,111,0,0,0,0
Riverdale,5/10/20,20,148,0,0,0,0
Riverdale,5/17/20,19,140,0,0,0,0
Riverdale,5/24/20,13,96,0,0,0,0
Riverdale,5/31/20,NA,NA,0,0,0,0
Riverdale,6/7/20,5,37,0,0,0,0
Riverdale,6/14/20,7,52,0,0,0,0
Riverdale,6/21/20,7,52,0,0,0,0
Riverdale,6/28/20,6,44,0,0,0,0
Riverdale,7/5/20,10,74,0,0,0,0
Riverdale,7/12/20,19,140,0,0,0,0
Riverdale,7/19/20,12,89,0,0,0,0
Riverdale,7/26/20,11,81,0,0,0,0
Riverdale,8/2/20,12,89,0,0,0,0
Riverdale,8/9/20,10,74,0,0,0,0
Riverdale,8/16/20,6,44,0,0,0,0
Riverdale,8/23/20,NA,NA,0,0,0,0
Riverdale,8/30/20,8,59,0,0,0,0
Riverdale,9/6/20,0,0,0,0,0,0
Riverdale,9/13/20,NA,NA,0,0,0,0
Riverdale,9/20/20,NA,NA,0,0,0,0
Riverdale,9/27/20,5,37,0,0,0,0
Riverdale,10/4/20,8,59,0,0,0,0
Riverdale,10/11/20,19,140,0,0,0,0
Riverdale,10/18/20,20,148,0,0,0,0
Riverdale,10/25/20,27,199,0,0,0,0
Riverdale,11/1/20,35,258,0,0,0,0
Riverdale,11/8/20,68,502,0,0,0,0
Riverdale,11/15/20,40,295,0,0,0,0
Riverdale,11/22/20,48,354,0,0,0,0
Riverdale,11/29/20,39,288,0,0,0,0
Riverdale,12/6/20,42,310,0,0,0,0
Riverdale,12/13/20,29,214,NA,NA,0,0
Riverdale,12/20/20,35,258,16,0.1,0,0
Riverdale,12/27/20,19,140,43,0.3,0,0
Riverdale,1/3/21,15,111,67,0.5,NA,NA
Riverdale,1/10/21,27,199,104,0.8,13,0.1
Riverdale,1/17/21,19,140,141,1,32,0.2
Riverdale,1/24/21,19,140,220,1.6,57,0.4
Riverdale,1/31/21,11,81,333,2.5,74,0.5
Riverdale,2/7/21,16,118,412,3,124,0.9
Riverdale,2/14/21,17,125,486,3.6,176,1.3
Riverdale,2/21/21,13,96,592,4.4,261,1.9
Riverdale,2/28/21,8,59,735,5.4,348,2.6
Riverdale,3/7/21,6,44,934,6.9,446,3.3
Riverdale,3/14/21,13,96,1135,8.4,559,4.1
Riverdale,3/21/21,17,125,1365,10.1,701,5.2
Riverdale,3/28/21,22,162,1636,12.1,854,6.3
Riverdale,4/4/21,35,258,1923,14.2,1072,7.9
Riverdale,4/11/21,35,258,2182,16.1,1252,9.2
Riverdale,4/18/21,25,185,2392,17.7,1453,10.7
Riverdale,4/25/21,29,214,2537,18.7,1671,12.3
Riverdale,5/2/21,25,185,2659,19.6,1854,13.7
Riverside,1/26/20,0,0,0,0,0,0
Riverside,2/2/20,0,0,0,0,0,0
Riverside,2/9/20,0,0,0,0,0,0
Riverside,2/16/20,0,0,0,0,0,0
Riverside,2/23/20,0,0,0,0,0,0
Riverside,3/1/20,0,0,0,0,0,0
Riverside,3/8/20,0,0,0,0,0,0
Riverside,3/15/20,NA,NA,0,0,0,0
Riverside,3/22/20,6,68,0,0,0,0
Riverside,3/29/20,NA,NA,0,0,0,0
Riverside,4/5/20,14,158,0,0,0,0
Riverside,4/12/20,7,79,0,0,0,0
Riverside,4/19/20,NA,NA,0,0,0,0
Riverside,4/26/20,6,68,0,0,0,0
Riverside,5/3/20,13,146,0,0,0,0
Riverside,5/10/20,15,169,0,0,0,0
Riverside,5/17/20,12,135,0,0,0,0
Riverside,5/24/20,6,68,0,0,0,0
Riverside,5/31/20,NA,NA,0,0,0,0
Riverside,6/7/20,NA,NA,0,0,0,0
Riverside,6/14/20,NA,NA,0,0,0,0
Riverside,6/21/20,NA,NA,0,0,0,0
Riverside,6/28/20,NA,NA,0,0,0,0
Riverside,7/5/20,5,56,0,0,0,0
Riverside,7/12/20,NA,NA,0,0,0,0
Riverside,7/19/20,7,79,0,0,0,0
Riverside,7/26/20,9,101,0,0,0,0
Riverside,8/2/20,10,113,0,0,0,0
Riverside,8/9/20,11,124,0,0,0,0
Riverside,8/16/20,9,101,0,0,0,0
Riverside,8/23/20,13,146,0,0,0,0
Riverside,8/30/20,7,79,0,0,0,0
Riverside,9/6/20,10,113,0,0,0,0
Riverside,9/13/20,7,79,0,0,0,0
Riverside,9/20/20,NA,NA,0,0,0,0
Riverside,9/27/20,16,180,0,0,0,0
Riverside,10/4/20,7,79,0,0,0,0
Riverside,10/11/20,19,214,0,0,0,0
Riverside,10/18/20,23,259,0,0,0,0
Riverside,10/25/20,32,361,0,0,0,0
Riverside,11/1/20,62,699,0,0,0,0
Riverside,11/8/20,74,834,0,0,0,0
Riverside,11/15/20,64,721,0,0,0,0
Riverside,11/22/20,47,530,0,0,0,0
Riverside,11/29/20,34,383,0,0,0,0
Riverside,12/6/20,37,417,0,0,0,0
Riverside,12/13/20,34,383,88,1,0,0
Riverside,12/20/20,22,248,180,2,0,0
Riverside,12/27/20,30,338,280,3.2,0,0
Riverside,1/3/21,33,372,351,4,85,1
Riverside,1/10/21,27,304,444,5,175,2
Riverside,1/17/21,34,383,603,6.8,238,2.7
Riverside,1/24/21,18,203,853,9.6,303,3.4
Riverside,1/31/21,11,124,1295,14.6,379,4.3
Riverside,2/7/21,9,101,1670,18.8,475,5.4
Riverside,2/14/21,10,113,1894,21.3,644,7.3
Riverside,2/21/21,5,56,2227,25.1,1010,11.4
Riverside,2/28/21,8,90,2740,30.9,1344,15.1
Riverside,3/7/21,NA,NA,3082,34.7,1732,19.5
Riverside,3/14/21,6,68,3500,39.4,2070,23.3
Riverside,3/21/21,11,124,4018,45.3,2326,26.2
Riverside,3/28/21,23,259,4734,53.3,2823,31.8
Riverside,4/4/21,21,237,5412,61,3313,37.3
Riverside,4/11/21,NA,NA,5958,67.1,3738,42.1
Riverside,4/18/21,6,68,6318,71.2,4350,49
Riverside,4/25/21,10,113,6561,73.9,4852,54.7
Riverside,5/2/21,9,101,6713,75.6,5237,59
Robbins,1/26/20,0,0,0,0,0,0
Robbins,2/2/20,0,0,0,0,0,0
Robbins,2/9/20,0,0,0,0,0,0
Robbins,2/16/20,0,0,0,0,0,0
Robbins,2/23/20,0,0,0,0,0,0
Robbins,3/1/20,0,0,0,0,0,0
Robbins,3/8/20,0,0,0,0,0,0
Robbins,3/15/20,0,0,0,0,0,0
Robbins,3/22/20,7,131,0,0,0,0
Robbins,3/29/20,12,225,0,0,0,0
Robbins,4/5/20,11,206,0,0,0,0
Robbins,4/12/20,11,206,0,0,0,0
Robbins,4/19/20,5,94,0,0,0,0
Robbins,4/26/20,6,112,0,0,0,0
Robbins,5/3/20,5,94,0,0,0,0
Robbins,5/10/20,NA,NA,0,0,0,0
Robbins,5/17/20,NA,NA,0,0,0,0
Robbins,5/24/20,8,150,0,0,0,0
Robbins,5/31/20,NA,NA,0,0,0,0
Robbins,6/7/20,NA,NA,0,0,0,0
Robbins,6/14/20,0,0,0,0,0,0
Robbins,6/21/20,NA,NA,0,0,0,0
Robbins,6/28/20,NA,NA,0,0,0,0
Robbins,7/5/20,NA,NA,0,0,0,0
Robbins,7/12/20,NA,NA,0,0,0,0
Robbins,7/19/20,NA,NA,0,0,0,0
Robbins,7/26/20,7,131,0,0,0,0
Robbins,8/2/20,NA,NA,0,0,0,0
Robbins,8/9/20,NA,NA,0,0,0,0
Robbins,8/16/20,12,225,0,0,0,0
Robbins,8/23/20,11,206,0,0,0,0
Robbins,8/30/20,NA,NA,0,0,0,0
Robbins,9/6/20,NA,NA,0,0,0,0
Robbins,9/13/20,0,0,0,0,0,0
Robbins,9/20/20,NA,NA,0,0,0,0
Robbins,9/27/20,NA,NA,0,0,0,0
Robbins,10/4/20,NA,NA,0,0,0,0
Robbins,10/11/20,NA,NA,0,0,0,0
Robbins,10/18/20,5,94,0,0,0,0
Robbins,10/25/20,8,150,0,0,0,0
Robbins,11/1/20,18,337,0,0,0,0
Robbins,11/8/20,13,244,0,0,0,0
Robbins,11/15/20,20,375,0,0,0,0
Robbins,11/22/20,12,225,0,0,0,0
Robbins,11/29/20,18,337,0,0,0,0
Robbins,12/6/20,15,281,0,0,0,0
Robbins,12/13/20,10,187,0,0,0,0
Robbins,12/20/20,16,300,NA,NA,0,0
Robbins,12/27/20,14,262,12,0.2,0,0
Robbins,1/3/21,NA,NA,32,0.6,NA,NA
Robbins,1/10/21,9,169,51,1,NA,NA
Robbins,1/17/21,9,169,79,1.5,8,0.1
Robbins,1/24/21,9,169,357,6.7,21,0.4
Robbins,1/31/21,NA,NA,415,7.8,38,0.7
Robbins,2/7/21,10,187,552,10.3,55,1
Robbins,2/14/21,NA,NA,607,11.4,296,5.5
Robbins,2/21/21,NA,NA,644,12.1,342,6.4
Robbins,2/28/21,NA,NA,703,13.2,453,8.5
Robbins,3/7/21,5,94,832,15.6,569,10.7
Robbins,3/14/21,NA,NA,926,17.4,609,11.4
Robbins,3/21/21,5,94,1023,19.2,660,12.4
Robbins,3/28/21,11,206,1102,20.6,700,13.1
Robbins,4/4/21,9,169,1190,22.3,801,15
Robbins,4/11/21,20,375,1288,24.1,893,16.7
Robbins,4/18/21,10,187,1390,26,963,18
Robbins,4/25/21,12,225,1458,27.3,1036,19.4
Robbins,5/2/21,8,150,1503,28.2,1097,20.6
